"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","MNPN","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG"
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2022-12",,"654","0","14","5","30","6","18","30","22","0","0","-38","12","4.1","0.24","53","3511","1692",,,"1.24","17.3","10.4","22.4","-1.6",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-01",,"0","0","10","2","21","0","2","31","5","0","0","-5","7","0.5","0.16","53","4669","1158",,,"0.48","1.7","27.6","39.0","16.2",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-02",,"0","0","7","1","7","3","4","25","6","0","0","-22","3","2.5","0.10","57","5684","1014",,,"0.40","6.1","28.8","41.0","16.6",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-03",,"0","0","9","1","11","4","2","31","10","0","0","-5","5","4.1","0.33","55","6881","1197",,,"0.69","9.4","26.4","37.4","15.3",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-04",,"0","0","10","5","0","0","0","20","1","8","0","15","0","0.6","0.40","81","7530","649",,,"1.72","0.6","43.4","57.8","28.9",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-05",,"15","15","13","3","0","0","0","0","0","22","1","36","0","0.0","0.65","90","7661","131",,,"1.91","0.0","61.2","75.9","46.6",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-06",,"55","40","12","5","0","0","0","0","0","27","0","37","0","0.0","0.98","89","7749","87",,,"2.28","0.0","63.4","77.0","49.9",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-07",,"254","199","4","1","0","0","0","0","0","31","17","42","0","0.0","0.10","106","10","10",,,"0.19","0.0","71.1","90.0","52.1",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-08",,"420","166","6","0","0","0","0","0","0","31","14","43","0","0.0","0.06","102","17","6",,,"0.20","0.0","70.1","88.4","51.9",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-09",,"443","23","9","6","0","0","0","0","0","26","4","36","0","0.0","0.81","95","150","133",,,"1.99","0.0","61.3","79.4","43.2",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-10",,"443","0","12","4","7","3","2","17","4","9","0","-1","5","2.8","0.53","84","787","637",,,"1.48","5.4","44.5","58.7","30.2",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-11",,"443","0","3","2","2","0","0","29","2","0","0","12","1","0.4","0.54","65","1616","828",,,"0.67","0.4","37.4","53.2","21.6",,,,,,,
"USC00245153","LOMA, MT US","47.9363","-110.5024","785.8","2023-12",,"443","0","4","0","0","0","0","29","0","0","0","3","0","0.1","0.03","66","2604","988",,,"0.07","0.1","33.1","48.7","17.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-01",,"0","0","11","9","29","8","0","29","20","0","0","1","11","7.0","0.25","42","3784","1239",,,"1.50","18.0","23.7","30.8","16.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-02",,"0","0","8","8","4","4","0","23","2","0","0","24","3","3.0","0.30","51","4629","846",,,"1.35","9.0","34.8","40.7","28.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-03",,"0","0","10","6","0","0","0","21","0","0","0","21","0","0.0","0.22","65","5381","752",,,"1.06","0.0","40.7","51.0","30.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-04",,"0","0","12","9","0","0","0","14","0","1","0","24","0","0.0","0.40","71","5974","592",,,"1.82","0.0","45.3","56.5","34.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-05",,"14","14","8","7","0","0","0","4","0","12","0","27","0","0.0","0.45","86","6296","322",,,"1.67","0.0","55.1","68.6","41.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-06",,"44","30","9","9","0","0","0","0","0","18","0","37","0","0.0","1.00","87","6488","192",,,"2.52","0.0","59.6","72.1","47.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-07",,"196","152","1","1","0","0","0","0","0","31","13","42","0","0.0","0.40","97","7","7",,,"0.40","0.0","69.7","88.6","50.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-08",,"347","150","6","3","0","0","0","0","0","29","9","45","0","0.0","0.40","95","25","18",,,"1.16","0.0","69.2","85.5","53.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-09",,"433","87","14","11","0","0","0","0","0","19","7","37","0","0.0","0.65","94","209","184",,,"2.72","0.0","61.8","74.9","48.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-10",,"433","0","4","2","0","0","0","19","0","3","0","21","0","0.0","0.12","72","815","606",,,"0.29","0.0","45.4","59.3","31.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-11",,"433","0","11","11","2","2","0","16","0","0","0","14","1","1.0","0.42","57","1689","874",,,"2.15","2.5","35.9","44.1","27.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2013-12",,"433","0","5","4","5","2","1","29","14","0","0","-1","5","5.0","0.38","46","2865","1175",,,"0.90","7.0","27.1","32.4","21.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-01",,"0","0","5","5","4","3","0","30","8","0","0","15","4","4.0","0.52","45","3934","1070",,,"1.33","6.0","30.5","35.4","25.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-02",,"0","0","14","11","18","6","2","25","15","0","0","-6","7","4.0","0.45","47","5034","1100",,,"2.72","14.1","25.7","32.8","18.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-03",,"0","0","13","12","4","1","0","18","2","0","0","12","5","4.0","0.80","57","5819","785",,,"3.71","4.0","39.7","49.1","30.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-04",,"0","0","14","8","0","0","0","12","0","0","0","29","0","0.0","0.50","69","6385","566",,,"2.17","0.0","46.1","57.7","34.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-05",,"2","2","8","8","0","0","0","2","0","17","0","31","0","0.0","0.27","81","6668","283",,,"1.27","0.0","56.0","69.6","42.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-06",,"2","0","9","8","0","0","0","0","0","22","0","36","0","0.0","1.50","83","6859","191",,,"2.61","0.0","58.6","72.2","45.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-07",,"230","228","3","1","0","0","0","0","0","31","17","46","0","0.0","0.15","101","11","11",,,"0.20","0.0","72.0","88.8","55.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-08",,"424","193","4","2","0","0","0","0","0","31","14","47","0","0.0","0.35","99","14","3",,,"0.56","0.0","71.1","87.6","54.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-09",,"442","18","5","2","0","0","0","1","0","26","0","32","0","0.0","0.15","88","146","132",,,"0.40","0.0","61.1","76.8","45.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-10",,"443","0","11","6","0","0","0","0","0","11","0","34","0","0.0","0.40","82","524","378",,,"1.66","0.0","52.8","64.8","40.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-11",,"443","0","15","11","2","0","0","20","5","0","0","5","1","0.1","0.40","63","1433","909",,,"2.13","0.2","34.7","43.0","26.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2014-12",,"443","0","17","14","5","2","0","25","9","0","0","6","1","1.0","0.58","56","2432","999",,,"3.52","3.0","32.8","38.4","27.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-01",,"0","0","7","6","2","3","0","26","11","0","0","4","4","5.5","0.75","60","3462","1030",,,"1.83","9.5","31.8","37.9","25.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-02",,"0","0","11","8","1","1","0","16","1","0","0","18","1","1.0","0.50","60","4175","713",,,"1.48","1.0","39.5","47.9","31.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-03",,"0","0","10","8","0","0","0","11","0","1","0","17","0","0.0","0.85","70","4821","645",,,"3.10","0.0","44.2","55.3","33.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-04",,"0","0","4","3","1","0","0","12","0","4","0","25","1","0.1","0.45","75","5394","573",,,"0.94","0.2","45.9","58.2","33.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-05",,"7","7","5","5","0","0","0","1","0","22","0","32","0","0.0","0.33","82","5631","236",,,"0.94","0.0","57.6","71.1","44.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-06",,"139","132","1","1","0","0","0","0","0","28","8","33","0","0.0","0.60","105","5695","65",,,"0.60","0.0","67.2","83.8","50.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-07",,"340","202","3","2","0","0","0","0","0","31","13","45","0","0.0","0.16","103","16","16",,,"0.37","0.0","71.0","87.9","54.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-08",,"525","185","3","1","0","0","0","0","0","30","9","41","0","0.0","0.10","100","44","28",,,"0.15","0.0","70.0","87.0","53.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-09",,"538","13","3","2","0","0","0","1","0","18","1","27","0","0.0","0.10","91","276","232",,,"0.26","0.0","57.4","72.0","42.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-10",,"539","1","8","4","0","0","0","2","0","17","0","31","0","0.0","0.60","81","620","344",,,"1.32","0.0","54.0","67.4","40.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-11",,"539","0","13","8","2","2","0","22","2","0","0","12","2","2.0","0.38","57","1476","857",,,"1.88","3.5","35.3","42.8","27.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2015-12",,"539","0","18","11","15","7","1","23","10","0","0","-5","9","4.0","0.90","54","2500","1024",,,"3.79","15.7","30.9","36.2","25.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-01",,"0","0","15","11","19","2","3","25","6","0","0","-7","8","1.0","0.70","49","3564","1063",,,"2.91","2.0","30.7","36.9","24.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-02",,"0","0","8","8","1","1","0","18","0","0","0","23","1","1.0","0.20","60","4305","742",,,"1.24","1.0","39.4","47.4","31.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-03",,"0","0","16","12","1","1","0","13","0","0","0","26","1","1.0","0.60","66","4994","689",,,"3.15","1.0","42.8","52.0","33.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-04",,"6","6","7","5","0","0","0","2","0","9","0","31","0","0.0","0.60","84","5325","331",,,"1.20","0.0","53.4","66.2","40.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-05",,"7","2","7","5","0","0","0","0","0","17","0","36","0","0.0","0.30","82","5594","268",,,"1.18","0.0","56.4","68.0","44.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-06",,"61","54","5","3","0","0","0","0","0","22","5","36","0","0.0","0.20","95","5749","155",,,"0.55","0.0","61.6","75.9","47.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-07",,"151","89","4","4","0","0","0","0","0","29","7","44","0","0.0","0.25","100","60","60",,,"0.74","0.0","65.9","81.2","50.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-08",,"261","110","3","2","0","0","0","0","0","30","11","39","0","0.0","0.15","95","81","20",,,"0.32","0.0","67.9","86.3","49.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-09",,"266","4","4","3","0","0","0","3","0","18","0","30","0","0.0","0.15","87","307","226",,,"0.40","0.0","57.5","71.8","43.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-10",,"266","0","23","17","0","0","0","3","0","1","0","29","0","0.0","1.20","81","806","499",,,"5.90","0.0","48.9","57.1","40.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-11",,"266","0","16","11","2","1","0","8","0","0","0","29","1","1.0","0.70","68","1440","634",,,"3.03","1.0","43.9","51.6","36.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2016-12",,"266","0","12","7","24","10","3","30","20","0","0","-4","15","5.0","0.50","42","2732","1292",,,"1.65","21.9","23.3","29.8","16.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-01",,"0","0",,,,,"10","30","20","0","0","-9",,,,"39","4149","1416",,,,,"19.3","26.6","12.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-02",,"0","0","15","12","20","8","1","25","7","0","0","-2","8","4.0","0.70","49","5094","945",,,"4.31","15.0","31.2","38.3","24.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-03",,"0","0","21","15","4","2","0","17","0","0","0","22","2","2.0","1.00","59","5873","779",,,"4.78","3.0","39.9","47.5","32.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-04",,"0","0","23","7","0","0","0","8","0","0","0","28","0","0.0","0.48","66","6464","592",,,"2.11","0.0","45.3","55.0","35.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-05",,"22","22","12","4","0","0","0","1","0","13","1","32","0","0.0","0.40","90","6800","336",,,"1.55","0.0","54.9","67.3","42.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-06",,"78","56","9","6","0","0","0","0","0","20","4","38","0","0.0","0.48","103","6959","159",,,"1.42","0.0","61.6","74.8","48.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-07",,"264","186","0","0","0","0","0","0","0","31","15","42","0","0.0","0.00","101","9","9",,,"0.00","0.0","70.7","89.3","52.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-08",,"461","197","1","0","0","0","0","0","0","30","16","39","0","0.0","0.07","101","25","16",,,"0.07","0.0","71.0","89.7","52.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.60",,,,,,"1.13","0.0",,,,,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-10",,,"0","8","7","0","0","0","8","0","1","0","24","0","0.0","1.16","70",,"576",,,"2.59","0.0","46.4","58.1","34.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-11",,,"0","18","13","3","1","0","14","1","0","0","17","4","4.0","0.60","60",,"762",,,"3.54","4.0","38.7","45.3","32.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2017-12",,,"0","14","10","9","7","0","31","16","0","0","3","11","9.0","1.17","41",,"1201",,,"3.99","26.0","26.3","31.2","21.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-01",,"0","0","15","8","1","2","0","25","2","0","0","19","2","3.0","0.60","56",,"906",,,"2.50","5.0","35.8","41.6","29.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-02",,"0","0","7","7","12","4","0","19","6","0","0","2","5","4.0","0.38","53",,"850",,,"1.69","9.0","31.0","38.4","23.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-03",,"0","0","10","8","3","1","0","27","0","0","0","22","4","3.0","0.45","65",,"807",,,"1.88","3.0","38.9","48.4","29.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-04",,"0","0","15","10","0","0","0","11","0","4","0","26","0","0.0","0.47","84",,"589",,,"2.57","0.0","45.4","56.2","34.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-05",,"15","15","7","6","0","0","0","0","0","21","0","37","0","0.0","0.47","88",,"149",,,"1.75","0.0","60.7","73.5","47.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-06",,"29","14","7","4","0","0","0","0","0","20","0","35","0","0.0","0.40","85",,"160",,,"1.21","0.0","59.9","73.1","46.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-07",,"200","170","1","1","0","0","0","0","0","29","16","41","0","0.0","0.10","97","41","41",,,"0.10","0.0","69.2","87.1","51.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-08",,"368","168","4","1",,,"0","0","0","29","9","45",,,"0.22","106","79","38",,,"0.26",,"69.2","85.9","52.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-10",,,"0","11","5",,,"0","15","0","5","0","25",,,"0.25","72",,"520",,,"1.06",,"47.7","60.7","34.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-11",,,"0","14","6",,,"0","18","0","0","0","20",,,"0.86","59",,"736",,,"2.38",,"37.7","45.9","29.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2018-12",,,"0","7","7",,,"0","22","2","0","0","12",,,"0.59","47",,"961",,,"1.79",,"33.0","38.6","27.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-01",,"0","0","11","7",,,"0","26","5","0","0","19",,,"0.56","48",,"987",,,"2.14",,"33.2","39.3","27.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-02",,"0","0","19","10",,,"0","25","17","0","0","1",,,"0.59","50",,"1153",,,"3.36",,"22.3","30.5","14.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-03",,"0","0","8","2",,,"0","26","4","0","0","2",,,"0.28","63",,"1001",,,"0.82",,"32.7","44.7","20.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-04",,"0","0","15","8",,,"0","5","0","1","0","27",,,"0.69","70",,"494",,,"2.78",,"48.0","58.7","37.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-05",,"4","4",,,,,"0","0","0","16","0","37",,,,"83",,"215",,,,,"57.5","70.1","44.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-06",,"47","42",,,,,"0","0","0","22","0","41",,,,"89",,"118",,,,,"62.3","75.6","49.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-07",,"123","76","3","2",,,"0","0","0","27","4","40",,,"0.21","98","31","31",,,"0.37",,"66.7","82.5","50.8",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-08",,"270","147","6","2",,,"0","0","0","27","7","42",,,"0.17","99","45","14",,,"0.38",,"69.7","85.8","53.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-09",,"315","45","12","5",,,"0","1","0","18","3","32",,,"0.54","94","249","204",,,"1.31",,"59.7","72.0","47.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-10",,"315","0","10","4",,,"0","16","1","1","0","11",,,"0.39","71","954","705",,,"1.39",,"42.3","53.5","31.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-11",,"315","0","7","3",,,"0","22","1","0","0","15",,,"0.36","59","1761","807",,,"0.75",,"37.2","46.7","27.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2019-12",,"315","0","10","6",,,"0","21","6","0","0","19",,,"0.45","53","2675","914",,,"1.53",,"34.5","39.7","29.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-01",,"0","0","21","14",,,"0","22","2","0","0","12",,,"0.83","50","3604","929",,,"4.11",,"34.0","40.1","27.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-02",,"0","0","7","3",,,"0","25","1","0","0","15",,,"0.28","62","4436","832",,,"0.93",,"36.3","44.7","27.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-03",,"0","0","9","3",,,"0","24","1","0","0","17",,,"0.27","61","5255","819",,,"0.82",,"38.6","49.6","27.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-04",,"0","0","7","3",,,"0","13","0","2","0","15",,,"0.34","70","5734","479",,,"0.87",,"45.8","58.7","33.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-05",,"7","7","12","9",,,"0","0","0","10","0","33",,,"1.28","86","6055","321",,,"4.27",,"54.2","65.6","42.7",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-06",,"36","29","11","5",,,"0","0","0","18","0","41",,,"0.57","88","6243","187",,,"1.47",,"59.7","71.1","48.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-07",,"149","113","2","2",,,"0","0","0","28","8","39",,,"0.24","103","58","58",,,"0.46",,"66.9","83.6","50.2",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-08",,"303","154","2","0",,,"0","0","0","26","9","41",,,"0.04","103","88","31",,,"0.05",,"69.6","87.2","51.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-09",,"350","47","4","1",,,"0","0","0","23","3","37",,,"0.15","96","189","101",,,"0.25",,"63.0","79.4","46.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-10",,"350","0","9","5",,,"0","9","3","10","0","7",,,"0.78","84","728","539",,,"2.06",,"47.6","59.3","36.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-11",,"350","0","15","5",,,"0","22","3","0","0","19",,,"0.33","63","1531","803",,,"1.61",,"38.2","45.5","31.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2020-12",,"350","0","14","9",,,"0","27","5","0","0","17",,,"0.70","56","2529","998",,,"3.02",,"32.8","39.2","26.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-01",,"0","0","13","6",,,"0","22","2","0","0","21",,,"0.67","51","3471","942",,,"2.78",,"34.6","39.6","29.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-02",,"0","0","15","7",,,"0","24","11","0","0","7",,,"0.25","54","4478","1007",,,"1.49",,"29.0","35.6","22.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-03",,"0","0","3","3",,,"0","22","0","0","0","22",,,"0.24","66","5199","721",,,"0.48",,"41.0","52.0","30.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-04",,"0","0","5","1",,,"0","13","0","3","0","17",,,"0.17","78","5723","524",,,"0.37",,"47.5","62.0","33.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-05",,"5","5","3","1",,,"0","1","0","16","0","32",,,"0.30","84","6037","313",,,"0.35",,"55.1","69.6","40.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-06",,"163","158","5","3","0","0","0","0","0","23","11","38","0","0.0","0.40","107","6122","85",,,"0.81","0.0","67.5","82.9","52.1",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-07",,"462","299","0","0",,,"0","0","0","31","23","42",,,"0.00","111","5","5",,,"0.00",,"74.5","92.7","56.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-08",,"642","180","4","1",,,"0","0","0","29","11","37",,,"0.10","108","54","49",,,"0.16",,"69.2","85.4","53.0",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-09",,"668","26","4","3","0","0","0","0","0","23","1","35","0","0.0","0.68","91","215","161",,,"1.17","0.0","60.5","74.6","46.5",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-10",,"668","0","13","6","0","0","0","8","0","6","0","22","0","0.0","0.68","78","724","509",,,"1.77","0.0","48.6","60.2","36.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-11",,"668","0","18","9","0","0","0","11","0","0","0","20","0","0.0","0.53","60","1389","665",,,"2.72","0.0","41.3","48.1","34.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2021-12",,"668","0","18","9",,"6","1","27","9","0","0","-1",,"3.3","0.43","60","2492","1103",,,"2.18","18.6","29.4","35.3","23.6",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-01",,"0","0","10","7","12","3","2","29","8","0","0","-2","10","4.3","0.59","44","3592","1100",,,"1.97","7.6","29.5","35.5","23.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-02",,"0","0","6","1","1","0","0","26","5","0","0","3","1","0.8","0.50","57","4496","904",,,"0.72","1.9","32.7","41.5","23.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-03",,"0","0","12","6","0","0","0","16","0","1","0","17","0","0.0","0.66","70","5200","704",,,"2.20","0.0","42.3","52.2","32.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-04",,"0","0","16","9","2","3","0","18","0","0","0","24","2","3.5","0.32","68","5897","697",,,"1.67","7.6","41.8","52.2","31.4",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-05",,"0","0","15","5","0","0","0","5","0","3","0","31","0","0.0","0.32","75","6345","448",,,"1.44","0.0","50.1","60.8","39.3",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-06",,"14","14","10","5","0","0","0","0","0","18","0","40","0","0.0","1.06","89","6505","160",,,"3.04","0.0","60.2","72.4","47.9",,,,,,,
"USC00457180","ROSALIA, WA US","47.23446","-117.36364","737.6","2022-07",,"187","173","4","3","0","0","0","0","0","30","10","45","0","0.0","0.18","103","16","16",,,"0.54","0.0","70.1","86.2","54.0",,,,,,,
