"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-05",,,"49","1,7","7",",7","5",",7",,,,,"0","1,7","2","1,7","0","1,7","18","1,7","0","1,7","28","1,7,02,",,,,,"0.94",",,7,12,","86","1,7,27,",,,"190","1,7","2.85",",,,7",,,"60.3","1,7","73.4","1,,,7","47.2","1,,,7"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-06",,,"157","1,7","7","2,7","6","2,7",,,,,"0","1,7","0","1,7","0","1,7","27","1,7","4","1,7","43","1,7,11,",,,,,"1.03","2,,7,22,","97","1,7,08,",,,"22","1,7","2.74",",a,,7",,,"69.7","1,7","82.2","1,,,7","57.2","1,,,7"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-07",,,,,"6",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.17",",,7,30,",,,,,,,"0.49",",,,7",,,,,,,,
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-09",,,"30","3,7","3","4,7","3","4,7",,,,,"0","3,7","0","3,7","0","3,7","16","3,7","2","3,7","37","3,7,12,",,,,,"2.00","4,,7,23,","95","3,7,03,",,,"131","3,7","2.20",",a,,7",,,"61.2","3,7","74.3","3,,,7","48.2","3,,,7"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-10",,,"5","1,7","1","2,7","1","2,7",,,"2",",7","1","1,7","14","1,7","6","1,7","5","1,7","0","1,7","-3","1,7,31,",,,"9.0",",,7,26,","0.70","2,,7,03,","79","1,7,01,",,,"655","1,7","1.76",",a,,7","14.0",",,,7","43.3","1,7","54.4","1,,,7","32.3","1,,,7"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-11",,,"0","1,7","0","2,7","0","2,7",,,"0","1,7","0","1,7","29","1,7","7","1,7","0","1,7","0","1,7","1","1,7,24,",,,"0.0","1,T,7,26,+","0.00","2,T,7,26,+","58","1,7,17,",,,"1037","1,7","0.00",",T,,7","0.0","1,T,,7","29.2","1,7","38.8","1,,,7","19.7","1,,,7"
"USC00328792","TOWNER 2 NE, ND US","48.3706","-100.3907","451.1","2023-12",,,"0","1,7","1",",7","1",",7",,,,,"0","1,7","30","1,7","10","1,7","0","1,7","0","1,7","3","1,7,25,",,,,,"0.20",",,7,09,","53","1,7,07,",,,"1204","1,7","0.20",",,,7",,,"24.9","1,7","35.6","1,,,7","14.1","1,,,7"
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2018-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2018-09",,,,,"5",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.56",",,7,21,",,,,,,,"0.85",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2018-10",,,,,"6",",7","4",",7","1",",7","1",",7",,,,,,,,,,,,,"1",",,7,05,","1.5",",,7,05,","0.43",",,7,30,",,,,,,,"1.17",",,,7","1.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2018-11",,,,,,,,,,,"2",",7",,,,,,,,,,,,,,,"2.0",",,7,10,",,,,,,,,,"0.78",",a,,7","4.0",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2018-12",,,,,,,,,,,"2","1,7",,,,,,,,,,,,,,,"7.0","1,,7,27,",,,,,,,,,,,"8.6","1,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-01",,,,,"2","2,7","0","2,7",,,"2",",7",,,,,,,,,,,,,,,"5.0",",,7,20,","0.09","2,,7,20,",,,,,,,"0.27",",a,,7","7.8",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-02",,,,,"5","4,7","2","4,7",,,"7","2,7",,,,,,,,,,,,,,,"8.0","2,,7,04,","0.47","4,,7,04,",,,,,,,"0.86",",a,,7","20.0","2,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-03",,,,,"1","4,7","0","4,7",,,"1",",7",,,,,,,,,,,,,,,"1.5",",,7,09,","0.05","4,,7,09,",,,,,,,"0.05",",a,,7","1.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-04",,,,,"3","2,7","3","2,7",,,"1",",7",,,,,,,,,,,,,,,"4.0",",,7,29,","0.84","2,,7,29,",,,,,,,"1.32",",a,,7","4.0",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-05",,,,,"5","4,7","4","4,7",,,,,,,,,,,,,,,,,,,,,"0.55","4,,7,25,",,,,,,,"1.25",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-06",,,,,"11","3,7","6","3,7",,,,,,,,,,,,,,,,,,,,,"1.02","3,,7,29,",,,,,,,"3.14",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-07",,,,,"7",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"1.35",",,7,10,",,,,,,,"2.13",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-08",,,,,"11",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"0.81",",,7,05,",,,,,,,"2.13",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-09",,,,,"13",",7","10",",7",,,,,,,,,,,,,,,,,,,,,"1.87",",,7,13,",,,,,,,"7.53",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-10",,,,,"7","2,7","6","2,7",,,"3","1,7",,,,,,,,,,,,,,,"8.0","1,,7,13,","0.39","2,,7,03,",,,,,,,"2.26",",a,,7","12.0","1,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-11",,,,,"11",",7","3",",7",,,"2","1,7",,,,,,,,,,,,,,,"1.3","1,,7,10,","0.19",",,7,10,",,,,,,,"0.73",",,,7","3.3","1,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2019-12",,,,,,,,,,,"4","3,7",,,,,,,,,,,,,,,"3.5","3,,7,09,",,,,,,,,,"0.38",",a,,7","11.0","3,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-01",,,,,"5","2,7","0","2,7",,,"3",",7",,,,,,,,,,,,,,,"1.5",",,7,15,","0.07","2,,7,15,",,,,,,,"0.24",",a,,7","4.0",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-02",,,,,"2",",7","0",",7",,,"0",",7",,,,,,,,,,,,,,,"0.5",",,7,28,+","0.02",",,7,06,",,,,,,,"0.03",",,,7","1.0",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-03",,,,,"4",",7","2",",7",,,"2",",7",,,,,,,,,,,,,,,"3.5",",,7,19,+","0.20",",,7,16,",,,,,,,"0.41",",,,7","7.7",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-04",,,,,"5",",7","5",",7",,,"2",",7",,,,,,,,,,,,,,,"2.0",",,7,02,","0.26",",,7,01,",,,,,,,"0.84",",,,7","3.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-05",,,,,"8",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"0.43",",,7,25,",,,,,,,"1.46",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-06",,,,,"8",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.45",",,7,07,",,,,,,,"1.31",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-07",,,,,"10","3,7","5","3,7",,,,,,,,,,,,,,,,,,,,,"2.08","3,,7,01,",,,,,,,"3.18",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-08",,,,,"8",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"1.61",",,7,05,",,,,,,,"3.33",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-09",,,,,"4",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.11",",,7,24,",,,,,,,"0.25",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-10",,,,,"8",",7","1",",7",,,"1",",7",,,,,,,,,,,,,,,"1.0",",,7,21,","0.11",",,7,21,",,,,,,,"0.33",",,,7","1.8",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-11",,,,,"1","3,7","0","3,7",,,"0",",7",,,,,,,,,,,,,,,"0.0",",T,7,14,+","0.01","3,,7,20,",,,,,,,"0.01",",a,,7","0.0",",T,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2020-12",,,,,"4",",7","0",",7",,,"1",",7",,,,,,,,,,,,,,,"1.5",",,7,27,","0.06",",,7,27,",,,,,,,"0.11",",,,7","2.1",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-01",,,,,"3",",7","0",",7",,,"2",",7",,,,,,,,,,,,,,,"3.0",",,7,19,","0.08",",,7,19,",,,,,,,"0.16",",,,7","5.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-02",,,,,"1",",7","1",",7",,,"1",",7",,,,,,,,,,,,,,,"4.5",",,7,24,","0.41",",,7,24,",,,,,,,"0.41",",,,7","4.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-03",,,,,"3",",7","0",",7",,,"0",",7",,,,,,,,,,,,,,,"0.5",",,7,01,","0.03",",,7,01,",,,,,,,"0.06",",,,7","0.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-04",,,,,"5",",7","3",",7","2",",7","1",",7",,,,,,,,,,,,,"1",",,7,14,+","1.0",",,7,13,","0.42",",,7,12,",,,,,,,"0.71",",,,7","2.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-05",,,,,"8","2,7","4","2,7","0","1,7","0","1,7",,,,,,,,,,,,,"0","1,,7,31,+","0.0","1,,7,31,+","0.82","2,,7,22,",,,,,,,"1.49",",a,,7","0.0","1,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-06",,,,,"8",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"0.41",",,7,20,",,,,,,,"1.44",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-07",,,,,"7",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"1.12",",,7,21,",,,,,,,"2.59",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-08",,,,,"9",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"1.51",",,7,21,",,,,,,,"2.95",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-09",,,,,"5",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.41",",,7,12,",,,,,,,"0.82",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-10",,,,,"7",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"1.85",",,7,14,",,,,,,,"3.94",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-11",,,,,,,,,,,"0",",7",,,,,,,,,,,,,,,"0.5",",,7,12,",,,,,,,,,,,"0.5",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2021-12",,,,,"8",",7","2",",7",,,"5",",7",,,,,,,,,,,,,,,"9.6",",,7,27,","0.38",",,7,27,",,,,,,,"0.89",",,,7","19.7",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-01",,,,,"6",",7","2",",7",,,"3",",7",,,,,,,,,,,,,,,"7.0",",,7,14,","0.40",",,7,14,",,,,,,,"0.69",",,,7","12.0",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-02",,,,,"5","3,7","0","3,7",,,"0",",7",,,,,,,,,,,,,,,"0.3",",,7,21,","0.07","3,,7,20,",,,,,,,"0.13",",a,,7","0.8",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-03",,,,,"4","3,7","1","3,7",,,,,,,,,,,,,,,,,,,,,"0.11","3,,7,01,",,,,,,,"0.17",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-05",,,,,"14","2,7","5","2,7",,,,,,,,,,,,,,,,,,,,,"0.88","2,,7,10,",,,,,,,"3.00",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-06",,,,,"11",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"1.36",",,7,14,",,,,,,,"2.51",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-07",,,,,"14",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"1.18",",,7,10,",,,,,,,"3.25",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-08",,,,,"10","2,7","4","2,7",,,,,,,,,,,,,,,,,,,,,"0.50","2,,7,14,",,,,,,,"1.66",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-09",,,,,"4","4,7","1","4,7",,,,,,,,,,,,,,,,,,,,,"0.53","4,,7,23,",,,,,,,"0.65",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-10",,,,,"6","2,7","2","2,7",,,,,,,,,,,,,,,,,,,,,"0.91","2,,7,24,",,,,,,,"1.15",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-11",,,,,,,,,,,"3","5,7",,,,,,,,,,,,,,,"6.7","5,,7,11,",,,,,,,,,,,"9.0","5,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2022-12",,,,,"10",",7","6",",7",,,"7",",7",,,,,,,,,,,,,,,"5.7",",,7,14,","0.42",",,7,14,",,,,,,,"1.53",",,,7","21.7",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-01",,,,,"1",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.05",",,7,27,",,,,,,,"0.05",",,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-02",,,,,"2",",7","0",",7",,,"1",",7",,,,,,,,,,,,,,,"1.5",",,7,20,","0.09",",,7,20,",,,,,,,"0.13",",,,7","2.2",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.73","5,a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-04",,,,,"8","3,7","3","3,7",,,"3","5,7",,,,,,,,,,,,,,,"2.9","5,,7,05,","0.50","3,,7,28,",,,,,,,"1.22","3,,,7","6.7","5,,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-05",,,,,"8","4,7","8","4,7",,,,,,,,,,,,,,,,,,,,,"1.63","4,,7,12,",,,,,,,"4.50",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-06",,,,,"11","2,7","10","2,7",,,,,,,,,,,,,,,,,,,,,"0.95","2,,7,22,",,,,,,,"3.68",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.37",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-08",,,,,"13","3,7","8","3,7",,,,,,,,,,,,,,,,,,,,,"0.70","3,,7,01,",,,,,,,"3.25",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.13","1,a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-10",,,,,"9","1,7","7","1,7",,,"2",",7",,,,,,,,,,,,,,,"8.4",",,7,26,","0.80","1,,7,26,",,,,,,,"2.17","1,,,7","11.8",",,,7",,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",",a,,7",,,,,,,,
"USC00328990","VELVA, ND US","48.06","-100.9413","460.2","2023-12",,,,,"2","2,7","1","2,7",,,,,,,,,,,,,,,,,,,,,"0.16","2,,7,09,",,,,,,,"0.20",",a,,7",,,,,,,,
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-01",,,,,"2","4,7","1","4,7","15","4,7","2","4,7",,,,,,,,,,,,,"4","4,,7,15,+","4.0","4,,7,12,","0.20","4,,7,12,",,,,,,,"0.21","4,,,7","6.0","4,,,7",,,,,,
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-02",,,"0",",7","3",",7","0",",7","0",",7","0",",7","4",",7","28",",7","14",",7","0",",7","0",",7","-16",",7,01,","0",",T,7,22,+","0.1",",,7,21,","0.01",",,7,21,+","50",",7,18,",,,"1183",",7","0.04",",,,7","0.1",",,,7","22.7",",7","32.3",",,,7","13.2",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-03",,,"0",",7","4",",7","3",",7","20",",7","4",",7","1",",7","31",",7","16",",7","0",",7","0",",7","-3",",7,20,","5",",,7,07,+","4.0",",,7,05,","0.25",",,7,05,","69",",7,15,",,,"1265",",7","0.61",",,,7","9.0",",,,7","24.2",",7","36.2",",,,7","12.2",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-04",,,"0",",7","8",",7","4",",7","15",",7","4",",7","0",",7","28",",7","5",",7","4",",7","0",",7","10",",7,01,","15",",,7,15,","12.0",",,7,15,","1.10",",,7,15,","78",",7,27,",,,"908",",7","1.92",",,,7","19.1",",,,7","34.7",",7","46.3",",,,7","23.2",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-05",,,"22",",7","11",",7","9",",7","0",",7","0",",7","0",",7","8",",7","0",",7","18",",7","1",",7","21",",7,02,","0",",,7,31,+","0.0",",,7,31,+","3.59",",,7,25,","92",",7,14,",,,"313",",7","9.23",",,,7","0.0",",,,7","55.6",",7","68.8",",,,7","42.5",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-06",,,"87",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","3",",7","38",",7,01,","0",",,7,30,+","0.0",",,7,30,+","0.76",",,7,11,","91",",7,26,",,,"89",",7","1.89",",,,7","0.0",",,,7","64.9",",7","76.9",",,,7","53.0",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-07",,,"191",",7","7",",7","5",",7",,,"0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","44",",7,26,",,,"0.0",",,7,31,+","1.51",",,7,08,","95",",7,18,+","16","7","16",",7","3.65",",,,7","0.0",",,,7","70.6",",7","84.4",",,,7","56.8",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-08",,,"213",",7","5",",7","4",",7",,,"0",",7","0",",7","0",",7","0",",7","31",",7","9",",7","51",",7,12,",,,"0.0",",,7,31,+","0.66",",,7,03,","103",",7,20,","16","7","0",",7","1.82",",,,7","0.0",",,,7","71.9",",7","85.9",",,,7","57.8",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-09",,,"110","1,7","8",",7","5",",7",,,"0",",7","0","1,7","0","1,7","0",",7","26",",7","5",",7","40","1,7,29,",,,"0.0",",,7,30,+","1.88",",,7,08,","96",",7,07,","95","7","78",",7","3.13",",,,7","0.0",",,,7","66.0","1,7","79.1",",,,7","53.0","1,,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-10",,,"0",",7","11",",7","6",",7",,,"0",",7","0",",7","19",",7","0",",7","2",",7","0",",7","21",",7,28,",,,"0.0",",T,7,29,+","2.78",",,7,05,","77",",7,01,","802","7","707",",7","5.89",",,,7","0.0",",T,,7","42.2",",7","52.4",",,,7","31.9",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2013-11",,,"0",",7","0",",7","0",",7",,,"0",",7","1",",7","30",",7","3",",7","0",",7","0",",7","-2",",7,23,",,,"0.0",",,7,30,+","0.00",",,7,30,+","56",",7,14,","1875","7","1073",",7","0.00",",,,7","0.0",",,,7","29.2",",7","41.4",",,,7","17.1",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-01",,,,,"1","5,7","0","5,7",,,"1","5,7",,,,,,,,,,,,,,,"1.0","5,,7,29,","0.03","5,,7,29,",,,,,,,"0.03","5,,,7","1.0","5,,,7",,,,,,
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-02",,,"0",",7","2",",7","1",",7",,,"1",",7","17",",7","28",",7","22",",7","0",",7","0",",7","-18",",7,10,",,,"2.0",",,7,14,","0.10",",,7,14,","44",",7,20,",,,"1553",",7","0.11",",,,7","2.0",",,,7","9.5",",7","20.3",",,,7","-1.3",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-03",,,"0",",7","4",",7","2",",7",,,"3",",7","3",",7","30",",7","10",",7","0",",7","0",",7","-15",",7,01,",,,"2.0",",,7,31,+","0.22",",,7,31,","63",",7,29,",,,"1172",",7","0.44",",,,7","5.0",",,,7","27.2",",7","39.1",",,,7","15.3",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-04",,,"0",",7","5",",7","5",",7",,,"2",",7","0",",7","23",",7","3",",7","5",",7","0",",7","2",",7,02,",,,"8.0",",,7,01,","0.74",",,7,28,","78",",7,10,",,,"741",",7","2.41",",,,7","11.0",",,,7","40.3",",7","54.0",",,,7","26.6",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-05",,,"44",",7","5",",7","4",",7",,,"0",",7","0",",7","8",",7","0",",7","14",",7","2",",7","23",",7,15,",,,"0.0",",,7,31,+","0.62",",,7,06,","90",",7,30,+",,,"366",",7","1.57",",,,7","0.0",",,,7","54.6",",7","67.4",",,,7","41.9",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-06",,,"43",",7","15",",7","14",",7",,,"0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","42",",7,08,",,,"0.0",",,7,30,+","1.68",",,7,28,","89",",7,22,",,,"95",",7","7.76",",,,7","0.0",",,,7","63.2",",7","75.2",",,,7","51.3",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-07",,,"129",",7","4",",7","1",",7",,,"0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","44",",7,02,",,,"0.0",",,7,31,+","0.15",",,7,12,","97",",7,21,","35","7","35",",7","0.25",",,,7","0.0",",,,7","68.0",",7","82.2",",,,7","53.8",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-08",,,"122",",7","10",",7","7",",7",,,"0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","43",",7,26,",,,"0.0",",,7,31,+","2.82",",,7,23,","89",",7,20,+","79","7","43",",7","5.72",",,,7","0.0",",,,7","67.5",",7","79.1",",,,7","55.9",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-09",,,"28",",7","3",",7","3",",7",,,"0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","33",",7,16,+",,,"0.0",",,7,30,+","0.38",",,7,30,","89",",7,27,","296","7","217",",7","0.82",",,,7","0.0",",,,7","58.7",",7","73.1",",,,7","44.3",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-10",,,"0",",7","2",",7","1",",7",,,"0",",7","0",",7","16",",7","0",",7","8",",7","0",",7","11",",7,31,+",,,"0.0",",,7,31,+","0.32",",,7,11,","81",",7,21,","880","7","583",",7","0.38",",,,7","0.0",",,,7","46.2",",7","60.3",",,,7","32.1",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-11",,,"0",",7","2",",7","2",",7",,,"2",",7","7",",7","29",",7","18",",7","0",",7","0",",7","-18",",7,13,",,,"6.0",",,7,09,","0.50",",,7,09,","66",",7,02,","2216","7","1336",",7","0.65",",,,7","8.0",",,,7","20.4",",7","30.6",",,,7","10.3",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2014-12",,,"0","1,7","4",",7","0",",7",,,"2",",7","6","1,7","30","1,7","18",",7","0",",7","0",",7","-13","1,7,02,+",,,"2.0",",,7,23,","0.08",",,7,27,","48",",7,13,","3559","7","1342",",7","0.12",",,,7","3.7",",,,7","20.3","1,7","29.9",",,,7","10.7","1,,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2015-01","0","7","0",",7","3",",7","3",",7",,,"2",",7","10",",7","29",",7","14",",7","0",",7","0",",7","-16",",7,13,+",,,"5.0",",,7,06,","0.45",",,7,06,","55",",7,28,","4980","7","1421",",7","1.10",",,,7","9.0",",,,7","19.2",",7","29.2",",,,7","9.1",",,,7"
"USC00395406","MC LAUGHLIN 2 SW, SD US","45.78861","-100.82722","625.8","2015-02","0","7","0",",7","3",",7","1",",7",,,"3",",7","15",",7","28",",7","19",",7","0",",7","0",",7","-17",",7,28,+",,,"2.0",",,7,25,","0.20",",,7,25,","64",",7,08,","6439","7","1459",",7","0.22",",,,7","4.0",",,,7","12.9",",7","25.3",",,,7","0.5",",,,7"
